score,label
0.732435004,g
0.4411687883,g
0.7078816235,g
0.6526711859,g
0.6523675636,g
0.7114912009,g
0.6937405126,g
0.7401031581,g
0.6146790489,g
0.6998273209,g
0.7145884038,g
0.7296002398,g
0.8485024107,g
0.6132103191,g
0.7989961079,g
0.7451830013,g
0.5306002268,g
0.5547951131,g
0.7547319556,g
0.5615223919,g
0.6612485902,g
0.6608590561,g
0.8443806807,g
0.7194853736,g
0.6437732185,g
0.6575705832,g
0.5985982043,g
0.6537978594,g
0.7183442988,g
0.7828795128,g
0.6600813282,g
0.6781871723,g
0.6854633922,g
0.7549212,g
0.8312578994,g
0.7095933305,g
0.704606939,g
0.7095629384,g
0.6624538424,g
0.7325816059,g
0.5624025551,g
0.8107950369,g
0.8822743989,g
0.7505827135,g
0.8044013129,g
0.6051351969,g
0.7447733839,g
0.7306999934,g
0.8098612434,g
0.7074521134,g
0.8233740057,g
0.6961776575,g
0.6321029777,g
0.5119958609,g
0.8080166326,g
0.8024412465,g
0.5284201756,g
0.8029997032,g
0.7043065675,g
0.6377513747,g
0.6895378109,g
0.7203320344,g
0.6973720731,g
0.5968599646,g
0.7409562016,g
0.7863002817,g
0.8466821921,g
0.6539884767,g
0.6036011394,g
0.6448014016,g
0.6189909167,g
0.6903856621,g
0.6156535763,g
0.4255979814,g
0.7958716043,g
0.7309378069,g
0.7245052304,g
0.6304374822,g
0.6376733517,g
0.563115321,g
0.7603919215,g
0.6183000612,g
0.6257112176,g
0.7181617065,g
0.5961875693,g
0.7593312773,g
0.7981843613,g
0.6729868051,g
0.5492896159,g
0.8291932025,g
0.7918472204,g
0.8390906148,g
0.6827060029,g
0.699725215,g
0.7785685448,g
0.7160922636,g
0.6023527356,g
0.777463143,g
0.52450227,g
0.5738499439,g
0.5902347673,g
0.7180899219,g
0.8238665118,g
0.6581531682,g
0.6321385942,g
0.6721362955,g
0.6717190232,g
0.7710418214,g
0.550703588,g
0.7741029136,g
0.742901914,g
0.6797195555,g
0.677333019,g
0.9051158838,g
0.5748526224,g
0.7033287814,g
0.5799740165,g
0.5411299433,g
0.6085778749,g
0.7438725728,g
0.8313010646,g
0.4676832211,g
0.8209981407,g
0.7917143112,g
0.6598102518,g
0.8418767921,g
0.7345034396,g
0.620751191,g
0.7192663431,g
1.017836133,g
0.6548690782,g
0.7288647248,g
0.726307179,g
0.6022680015,g
0.6825433681,g
0.6008674044,g
0.6824679393,g
0.7039935559,g
0.7167690256,g
0.7074690106,g
0.4859302082,g
0.6855444636,g
0.6030816949,g
0.7133528097,g
0.6317558786,g
0.7296753942,g
0.5480560794,g
0.6333718524,g
0.4615405592,g
0.8231331111,g
0.666413333,g
0.4354338964,g
0.8220912633,g
0.7174419929,g
0.7527992106,g
0.6178257255,g
0.7342134757,g
0.7082163889,g
0.587645743,g
0.6167400337,g
0.7344303595,g
0.5539197148,g
0.755775854,g
0.6264044373,g
0.8847830519,g
0.407981813,g
0.6219799622,g
0.8318010068,g
0.7829551282,g
0.7269872927,g
0.7463320028,g
0.7181577037,g
0.7378485309,g
0.8091151519,g
0.6682316349,g
0.7896950251,g
0.8373204001,g
0.7475746283,g
0.5319507924,g
0.8360356544,g
0.6825106539,g
0.7290695862,g
0.6857701746,g
0.7733089,g
0.6418551129,g
0.7438255282,g
0.646756774,g
0.6258147537,g
0.8784547992,g
0.6962144584,g
0.5169364799,g
0.5220459916,g
0.7700282204,g
0.7612497104,g
0.7569147366,g
0.7029252045,g
0.7446349973,g
0.7851852139,g
0.6986674947,g
0.6780275522,g
0.7488821852,g
0.6720768649,g
0.5915843542,g
0.7938102563,g
0.7130325994,g
0.6446947056,g
0.754944866,g
0.9829662979,g
0.5745072255,g
0.7033078951,g
0.7669034482,g
0.5868745056,g
0.7065091443,g
0.7771094761,g
0.54286648,g
0.7523770651,g
0.7431810014,g
0.6846635613,g
0.8371102128,g
0.5478521792,g
0.7398471928,g
0.8209843835,g
0.7586570312,g
0.7211424165,g
0.7392768183,g
0.7091645361,g
0.6810710156,g
0.8354689217,g
0.6307062341,g
0.6440623072,g
0.7406823432,g
0.7900465699,g
0.5623715434,g
0.7802130785,g
0.6245833821,g
0.8202006126,g
0.7143954066,g
0.6606495044,g
0.7688305838,g
0.5353228579,g
0.6524480782,g
0.5965526988,g
0.6813611225,g
0.602602381,g
0.747878294,g
0.7545901435,g
0.7122635292,g
0.817016186,g
0.7316134982,g
0.7569283055,g
0.5314815933,g
0.7715723009,g
0.7063309457,g
0.7299761866,g
0.6820383561,g
0.7912240979,g
0.7050264804,g
0.8806270442,g
0.7064298289,g
0.6873880864,g
0.7722855483,g
0.9261130272,g
0.8074299851,g
0.618985305,g
0.6764080437,g
0.7134570246,g
0.7143359563,g
0.7815843286,g
0.6664653085,g
0.5539891233,g
0.6853618651,g
0.8046804222,g
0.6400231453,g
0.7233697518,g
0.5875337691,g
0.7462545546,g
0.6719359579,g
0.6637432005,g
0.6485806613,g
0.6904347908,g
0.7927939427,g
0.6926480128,g
0.6391465221,g
0.6924155732,g
0.6232106493,g
0.6636268059,g
0.6596773378,g
0.6397926428,g
0.5681704424,g
0.7050773723,g
0.9319669854,g
0.4651695811,g
0.6862544636,g
0.6076183412,g
0.6016700741,g
0.7839504175,g
0.5896271628,g
0.6153377619,g
0.5927970575,g
0.6336333377,g
0.6838857604,g
0.694914715,g
0.7682341031,g
0.5616677284,g
0.8935470081,g
0.6150756511,g
0.8095281353,g
0.5419109782,g
0.8235019341,g
0.8433947013,g
0.8401055809,g
0.5898000072,g
0.8536526493,g
0.5716046224,g
0.7075334441,g
0.7322430861,g
0.7705443556,g
0.6996975611,g
0.8095595417,g
0.751451618,g
0.9076501226,g
0.6313560752,g
0.7086039467,g
0.8669304838,g
0.8628813039,g
0.8356211374,g
0.7770244594,g
0.8240333837,g
0.6704083892,g
0.5651314268,g
0.7878791503,g
0.5474414121,g
0.5536009831,g
0.7394967173,g
0.5513062273,g
0.628938489,g
0.7043715529,g
0.876284858,g
0.7134351398,g
0.8347112837,g
0.6333874093,g
0.639774083,g
0.6727506146,g
0.6991463737,g
0.6088738532,g
0.7374876133,g
0.6128428034,g
0.6575681507,g
0.7860803684,g
0.6667504289,g
0.7463813639,g
0.7819201596,g
0.7796223488,g
0.8167818024,g
0.6297439177,g
0.7148954213,g
0.8817763608,g
0.7063187226,g
0.7548092306,g
0.5736894404,g
0.5431504313,g
0.7196736824,g
0.6576313268,g
0.5953881417,g
0.6908951659,g
0.8762626753,g
0.6395581375,g
0.6410357527,g
0.6349195541,g
0.7130495282,g
0.7130380064,g
0.6948673445,g
0.5300947891,g
0.7598018951,g
0.7680647053,g
0.8758288759,g
0.7783274869,g
0.6178829468,g
0.8372435977,g
0.6697236789,g
0.6788080617,g
0.7286824776,g
0.7908315297,g
0.6462585074,g
0.6676719829,g
0.824274071,g
0.7803369068,g
0.8237199007,g
0.5454308184,g
0.6959711999,g
0.6918521406,g
0.6891241302,g
0.5386725076,g
0.8123722065,g
0.6708399875,g
0.57800843,g
0.8221434674,g
0.6301289471,g
0.6287951299,g
0.6605241233,g
0.6318096349,g
0.5580008597,g
0.6178879267,g
0.774426493,g
0.9812314452,g
0.6430169196,g
0.5364447106,g
0.7209187423,g
0.6138091966,g
0.74801841,g
0.6543277238,g
0.8455065561,g
0.6833915041,g
0.6071227617,g
0.5077927366,g
0.6420544848,g
0.6680724524,g
0.5642914598,g
0.6633117756,g
0.557405195,g
0.7077474313,g
0.6570296579,g
0.5266892119,g
0.7687387404,g
0.6065604918,g
0.5729005425,g
0.7093561718,g
0.6440618332,g
0.6845449274,g
0.784801627,g
0.9000458925,g
0.6015283744,g
0.5784030616,g
0.8685394139,g
0.6035961796,g
0.8326353978,g
0.6224839564,g
0.6617651031,g
0.6707609187,g
0.8192195574,g
0.8175059997,g
0.59922821,g
0.5573687674,g
0.7747050837,g
0.8860092013,g
0.5590155685,g
0.7078287452,g
0.7778521093,g
0.6304979403,g
0.7031352656,g
0.7015950159,g
0.7122596591,g
0.8134290958,g
0.8197050021,g
0.7124988535,g
0.8075599161,g
0.6346883196,g
0.6590755282,g
0.8350340269,g
0.7094786912,g
0.6846276736,g
0.5347099982,g
0.7182551619,g
0.6516866818,g
0.8157169939,g
0.7592357504,g
0.5088237138,g
0.7928161541,g
0.6122260643,g
0.5607099381,g
0.690054808,g
0.774144475,g
0.5696345965,g
0.7930599545,g
0.609868155,g
0.6763754338,g
0.6867754797,g
0.7350161576,g
0.7157095186,g
0.5703608388,g
0.4701112431,g
0.7560169584,g
0.6217170447,g
0.5751064032,g
0.7294405327,g
0.7237985455,g
0.5720811953,g
0.804506861,g
0.6592462748,g
0.6548138257,g
0.7790140019,g
0.6973305557,g
0.8456796128,g
0.6653060697,g
0.5945479043,g
0.5119766923,g
0.7198860214,g
0.5191852356,g
0.6653998966,g
0.4482906907,g
0.6589245898,g
0.7093818932,g
0.6542995304,g
0.6300826454,g
0.6196876889,g
0.7223295776,g
0.7124883582,g
0.654199037,g
0.6281259523,g
0.6571960844,g
0.8803044267,g
0.8790462172,g
0.651717295,g
0.864417693,g
0.7670279957,g
0.6689505117,g
0.6031085185,g
0.695211239,g
0.7773646314,g
0.4226909587,g
0.7163748398,g
0.5860183238,g
0.5792375963,g
0.6828923529,g
0.7582351667,g
0.6767822401,g
0.5578018711,g
0.5858847964,g
0.7340907903,g
0.9204502936,g
0.924588836,g
0.4959354011,g
0.6731951238,g
0.9075309367,g
0.6619688572,g
0.6213714242,g
0.8198623836,g
0.6904278254,g
0.7944263264,g
0.8758409853,g
0.7847005657,g
0.7319318623,g
0.5364905216,g
0.7495367208,g
0.645108663,g
0.6998818774,g
0.7201153725,g
0.8076303253,g
0.6006642145,g
0.6214137218,g
0.8414941255,g
0.7463323948,g
0.6191423796,g
0.7250494814,g
0.68697924,g
0.7521999652,g
0.6877096434,g
0.8828806256,g
0.7015553178,g
0.6452296001,g
0.85494843,g
0.5784935465,g
0.6908670789,g
0.8724507475,g
0.6755120821,g
0.6185562669,g
0.8159744543,g
0.7860196317,g
0.6660698798,g
0.686342687,g
0.7651976285,g
0.7394808878,g
0.6293475411,g
0.4949518383,g
0.6990411196,g
0.7481258698,g
0.7351999499,g
0.592346421,g
0.8046044176,g
0.6688730271,g
0.5820389848,g
0.7029978649,g
0.6807500165,g
0.7600332124,g
0.5572283476,g
0.675897376,g
0.7242419468,g
0.6442809951,g
0.7099389482,g
0.8159189692,g
0.5652865996,g
0.6991984286,g
0.7216795726,g
0.6782889518,g
0.5796267065,g
0.7401279105,g
0.769408436,g
0.6077214217,g
0.6806978879,g
0.7112973294,g
0.6838012134,g
0.6127609407,g
0.9555870783,g
0.5667705151,g
0.736358602,g
0.7568606541,g
0.6489108907,g
0.5565228103,g
0.4926790521,g
0.7632800019,g
0.6507643425,g
0.822931334,g
0.5651980182,g
0.6516811788,g
0.5984030501,g
0.7819212589,g
0.6822915462,g
0.4930780984,g
0.6571412569,g
0.7183235119,g
0.737998952,g
0.5971372875,g
0.8210927994,g
0.6685018145,g
0.6875849902,g
0.7636863879,g
0.7553323796,g
0.8019949365,g
0.6275235129,g
0.7955523707,g
0.7124067328,g
0.7047869064,g
0.5028574575,g
0.827336871,g
0.5946553044,g
0.6575431022,g
0.5431452178,g
0.6188268594,g
0.7936550881,g
0.9228396468,g
0.6428983439,g
0.682512879,g
0.6935201791,g
0.6731194574,g
0.7589448595,g
0.8622732294,g
0.7490925031,g
0.7176586932,g
0.7018951357,g
0.6778813663,g
0.6927574478,g
0.7877505704,g
0.7107649081,g
0.6957502486,g
0.6267561345,g
0.6034765538,g
0.8066159367,g
0.7393754361,g
0.6703869772,g
0.6849465092,g
0.6398897286,g
0.6879109365,g
0.570843559,g
0.6920808919,g
0.6542316519,g
0.8799635443,g
0.5325776854,g
0.5690817693,g
0.7976711789,g
0.7540357109,g
0.7464614712,g
0.7500574709,g
0.6997522972,g
0.7583527825,g
0.6690878981,g
0.7099996048,g
0.8436164316,g
0.7931331308,g
0.7961398298,g
0.720962502,g
0.8021270198,g
0.656064043,g
0.5380219105,g
0.7553845221,g
0.5021299061,g
0.7209102407,g
0.5746041024,g
0.8359636155,g
0.6788331217,g
0.679926053,g
0.7575113679,g
0.8387069042,g
0.8363719186,g
0.7322071198,g
0.516088462,g
0.6353482254,g
0.6877011483,g
0.6360542819,g
0.8708810046,g
0.8211699476,g
0.7412988059,g
0.641370352,g
0.8904599281,g
0.7824773409,g
0.8077700141,g
0.5206657244,g
0.7588039522,g
0.73501855,g
0.7097362111,g
0.7430034789,g
0.5841934628,g
0.6432307232,g
0.5875323246,g
0.5956076664,g
0.807549936,g
0.7808518179,g
0.7439438728,g
0.6298233817,g
0.7069842369,g
0.6267373793,g
0.7434202961,g
0.6845276367,g
0.711709792,g
0.7447953952,g
0.8574908125,g
0.6895262616,g
0.8306857066,g
0.7136545985,g
0.7755109363,g
0.8033325824,g
0.7157439257,g
0.9712008535,g
0.7019719372,g
0.7625061149,g
0.5013536085,g
0.6892178182,g
0.7013846491,g
0.6487435038,g
0.6071618494,g
0.7385270737,g
0.7302869813,g
0.7111852958,g
0.57107387,g
0.7465915929,g
0.7957323663,g
0.5563547649,g
0.8510737203,g
0.7841359921,g
0.7757246925,g
0.550510562,g
0.5660148812,g
0.6527804884,g
0.669421582,g
0.6922875034,g
0.7069367032,g
0.6245111112,g
0.7460454855,g
0.7600129075,g
0.7406958028,g
0.7144392833,g
0.6157047419,g
0.5705084325,g
1.047818849,g
0.6280801523,g
0.6343287088,g
0.812020768,g
0.6088682358,g
0.6664241738,g
0.7418314316,g
0.5911935532,g
0.6172968524,g
0.6452122986,g
0.4867434979,g
0.7154525312,g
0.7378918467,g
0.6644416828,g
0.5286710753,g
0.6906686043,g
0.7345057987,g
0.852475496,g
0.6039695475,g
0.7347292771,g
0.6961447963,g
0.7154802943,g
0.5945670203,g
0.7684640614,g
0.8011955701,g
0.7043181877,g
0.6929397527,g
0.5551566167,g
0.7103678415,g
0.739857929,g
0.5820824735,g
0.7021236807,g
0.6821640502,g
0.7515874255,g
0.782221495,g
0.6794721545,g
0.5706585044,g
0.7013707097,g
0.6617048481,g
0.7341297184,g
0.8072007828,g
0.751309037,g
0.6615452765,g
0.6424687795,g
0.6318662025,g
0.7164262569,g
0.8431742138,g
0.6697389722,g
0.6724952222,g
0.7858624092,g
0.7328549928,g
0.6856003206,g
0.7280770177,g
0.6437076185,g
0.590585914,g
0.8550655401,g
0.7494360251,g
0.6527082078,g
0.5743994276,g
0.5473083918,g
0.600873834,g
0.6143321002,g
0.5569384133,g
0.885759509,g
0.8452287951,g
0.6303412363,g
0.7068348342,g
0.7552856223,g
0.8684118685,g
0.7364422049,g
0.7099569496,g
0.5605834895,g
0.6986955529,g
0.6966974246,g
0.8106264123,g
0.7644481323,g
0.6224156472,g
0.5802446737,g
0.5706048697,g
0.689756098,g
0.7612358247,g
0.7697601491,g
0.6953027152,g
0.7471891695,g
0.5726552812,g
0.6166870368,g
0.6878992692,g
0.664180484,g
0.7606947525,g
0.7620506134,g
0.6826517438,g
0.7679351477,g
0.6470120167,g
0.5724146229,g
0.9214945726,g
0.5428670795,g
0.5628763549,g
0.6627023722,g
0.7386238611,g
0.6570065647,g
0.5911879099,g
0.6844181086,g
0.7840478363,g
0.7783413423,g
0.7695243596,g
0.747102845,g
0.7204235075,g
0.7596600047,g
0.69482502,g
0.57207286,g
0.7865343379,g
0.8256582667,g
0.7090454031,g
0.7240848832,g
0.7624336962,g
0.6975283654,g
0.818582885,g
0.6428628606,g
0.6240077727,g
0.7177407545,g
0.7915524175,g
0.8069603974,g
0.5155522472,g
0.5492314061,g
0.8745320648,g
0.6905370872,g
0.6146777352,g
0.8314488087,g
0.6676306354,g
0.6481979689,g
0.7476528864,g
0.8107016089,g
0.684459007,g
0.7901766044,g
0.7996667809,g
0.8172059514,g
0.8502969165,g
0.5278468213,g
0.7886658603,g
0.7212124398,g
0.7910899008,g
0.7928404105,g
0.8429664792,g
0.6866643057,g
0.6820390798,g
0.6835772845,g
0.6957587777,g
0.6849599565,g
0.6125299182,g
0.5579945831,g
0.765435168,g
0.6763902093,g
0.7864354144,g
0.5722909567,g
